Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE,Absolute score (sig.score)
305bf2f6-8d2a-47af-8bc3-17460178a66c,0.095113493551829,0.23914082049017,0.524497417457895,0.202038020000944,0.186700620306726,0.056750927695813,0.0883897572812467,0.178080841752482,0.079754916652897,0,0.237570652880208,0,0,0.262374859869083,0.188787674984345,0.658187245966026,0.0186971436099014,0.0529857384975376,0.326026347664092,0,0,0.00679550176951344,0,0.503280051092832,0.868234184517602,3.40189198043071
6588314e-69e9-44dc-b7d0-0966c1833608,0.298426880837581,0,0.917879129736795,0.309748194717113,0,0.180235115768058,0,0.459775715022234,0.0650151563799258,0,0,0.195497634594416,0.0690468574654189,0.303022003327126,0.34574598355839,0.669913973366613,0.00628824055074795,0.0989856792629465,0.122769135123218,0,0,0.045023081385748,0,0.451060718998894,0.891728460420198,4.08737278109633
44047435-3e87-473a-9231-b61fb0d5045b,0.129935772833949,0,0.107226943402276,0.0436806515773637,0,0.0936268057719645,0.0455212306492335,0.0601270829485687,0,0.00101379652077673,0.024209815654236,0,0,0.188957746556388,0.0156752418149248,0.310351314275303,0,0.0210451060728447,0.0219424916112201,0,0.00599521513623816,0.031924048084202,0,0.515954473431582,0.859237649503848,1.10123326290949
55fee8d3-acd5-4366-ac30-c66225debe4d,0.277099922512147,0.0289005609735794,0.115960060418177,0.150632616162522,0.0625587581581327,0.178164306558769,0.0227404985120109,0.0505821852738613,0.257120032511327,0,0.0127226490502405,0.0915286604649309,0.136047321525795,0.0418863068587409,0.0289969249383633,0.206679289457065,0.0104089813950975,0.0849481901007067,0.188566737493601,0,0,0.0197369625082638,0,0.351791588312681,0.937561685101661,1.96528096487333
5643f725-6510-4fb3-9faa-44b3124a9ad6,0.187790119983077,0.00957378557290452,0.611600636218927,0.304537044730819,0,0.366686776161346,0.0705632987874432,0.0667329314589204,0,0.0164510135713829,0.0173916868176942,0,0.0900394379495746,0.188462429210061,0.127563788491795,0.386040471988457,0.000540489506905927,0.0827058604493148,0.20097908421104,0,0,0.00122994606449027,0,0.480408458383666,0.876820874840642,2.72888880117415
fa75cad0-cab6-464d-8fee-147706c3b6e9,0,0.0672087247729966,0.056376214436242,0.0304474338133516,0,0.120504355414705,0,0.0532161104515324,0.0023635154226394,0,0,0.0925391740009009,0.103530548966951,0.0338283087260612,0.012566430777553,0.166394995119093,0.0183077972970843,0.0151679969360386,0.194035660684807,0,0,0,0,0.464387579896614,0.889145590247619,0.966487266819955
29f2019d-5a69-497e-a7ff-73dd35fcaa01,0.302045430380864,0,0.126102954964212,0.0500406012102921,0.0447742557203649,0.131945564438555,0.113429322403452,0.0313506454471732,0.00757825684134127,0,0.144460339409109,0,0.0514822738533091,0.252682503079706,0.0799111677686358,0.37666086807353,0.012776091748789,0,0.0708511936615201,0,0,0.0132720974576544,0,0.417820631609456,0.907742605947316,1.80936356645851
52bc932e-fe9b-49ff-8584-2f92e61d5871,0.0389166041733819,0.0280540310578123,0.211570101852716,0.0680697833686424,0,0.0534663420158876,0.0152278164503784,0.119035863647312,0,0.00974804819601421,0.0360979269862115,0,0.0110002979188586,0.242229813537011,0.0418124741270707,0.161311465056189,0.00342698465671926,0.0162545301749165,0.0403697708051011,0,0.00674869387488273,0.00225678626544365,0,0.402693777098873,0.916255073190453,1.10559733416455
f9e194a1-e5c1-4a1a-840b-4e0246640d09,0.116534284809857,0.0915814610893856,0.126109163804523,0.132165290719932,0.138266897174061,0.132533123209648,0,0.0283760545729291,0,0,0.010823547962318,0.0408287564912852,0,0.327080193045643,0.0453850327510391,0.863002938206696,0,0.00725370840129474,0.294436670760059,0,0,0.0179411467588373,0,0.235449850832655,0.991130591942411,2.37231826975751
0a770cd6-c9b1-4cc4-9e31-1f8a820c5c1f,0.0305110836976815,0.0484910085922089,0.0343029720877026,0.0363638031265055,0.00218097245001122,0,0.00185743787459545,0.211870988997416,0,0.0168681329477444,0.0270449613570308,0,0.00299636936017917,0.0661397282880261,0,0.26523228928777,0,0.11304400292639,0.0351153068240669,0.030830165427163,0.00281004462171169,0.00927887910711747,0,0.387538602137368,0.921209124086743,0.93493814697332
4637f6a3-9e07-4ac4-be5a-c893a27c8fe2,0,0.0699792078702108,0.0333363026839701,0.00190202630420557,0,0.0944630019061015,0.0275117576363186,0.0225617715244341,0,0,0.0358361429228786,0,0.0196611289478392,0.0510224141209333,0.00434870621351348,0.0481207840369134,0,0.0260076082152555,0.0349729396718195,0,0.0117646061753132,0.00968746194605261,0,0.516906801110687,0.865659917734104,0.491175860175759
cc684aee-6d8a-4074-8474-1c4a48dbc8c7,0.617493324405034,0,0.203082760845416,0.166081171620202,0,0.172536232662029,0.054400283215792,0.255000610381068,0.119771982796325,0,0.103580250611159,0,0.0293707165873385,0.182613558273079,0.328730441809902,0.235216164209763,0,0,0,0.0639825380349837,0,0,0,0.450275412138371,0.893203261967797,2.53186003545209
